BASE_YY,SIDO,AGE,SEP_CNT,DIS_CNT,EXAM_18_24,EXAM_30_36,EXAM_42_48,EXAM_4_6,EXAM_54_60,EXAM_66_71,EXAM_9_12,ACC_AGE_13_20_SRU,ACC_AGE_UNDER12_SRU,ESTI_CNT,SEP_DV_CNT,EXAM_18_24BF,EXAM_30_36BF,EXAM_42_48BF,EXAM_4_6BF,EXAM_54_60BF,EXAM_66_71BF,EXAM_9_12BF,EFF_LOW,EX_VAR_001,EX_VAR_002,EX_VAR_003,EX_VAR_004,EX_VAR_005,EX_VAR_006,EX_VAR_007,EX_VAR_008,EX_VAR_009,EX_VAR_010,EX_VAR_011,EX_VAR_012,EX_VAR_013,EX_VAR_014,EX_VAR_015,EX_VAR_016,EX_VAR_017,EX_VAR_018,EX_VAR_019,EX_VAR_020,EX_VAR_021,EX_VAR_022,EX_VAR_023,EX_VAR_024,EX_VAR_025,EX_VAR_026,EX_VAR_027,EX_VAR_028,EX_VAR_029,EX_VAR_030,EX_VAR_031,EX_VAR_032,EX_VAR_033,EX_VAR_034,EX_VAR_035,EX_VAR_036,EX_VAR_037,EX_VAR_038,EX_VAR_039,EX_VAR_040,EX_VAR_041,EX_VAR_042,EX_VAR_044,EX_VAR_045,EX_VAR_046,EX_VAR_047,EX_VAR_048,EX_VAR_061,EX_VAR_062,EX_VAR_063,EX_VAR_065,EX_VAR_066,EX_VAR_067,EX_VAR_068,EX_VAR_069,EX_VAR_070,EX_VAR_071,EX_VAR_072,EX_VAR_073,EX_VAR_074,EX_VAR_075,EX_VAR_076,EX_VAR_077,EX_VAR_078,EX_VAR_079,EX_VAR_080,EX_VAR_081,EX_VAR_082,EX_VAR_083,EX_VAR_084,GDP,HG2_GD1,MC_BORN_CNT,MC_BORN_RT,MDL3_GD1,STSF_LOW,TOT_BORN_CNT,WLF_ORGNZ_CNT,WORK_TGT_RT,MC_STUDENT_CNT,EX_SUV_003,EX_SUV_005,EX_SUV_007,EX_SUV_009,EX_SUV_011,EX_SUV_013,EX_SUV_015,EX_SUV_017,EX_SUV_019,EX_SUV_021,EX_SUV_025,EX_SUV_027,EX_SUV_029,EX_SUV_031,EX_SUV_033,EX_SUV_035,EX_SUV_037,EX_SUV_040,EX_SUV_042,EX_SUV_044,EX_SUV_046,EX_SUV_048,EX_SUV_050,EX_SUV_054,EX_SUV_056,EX_SUV_058,EX_SUV_060,GRDT_KIN_CNT,GRDT_ELM_CNT,GRDT_MID_CNT
2010,강원,고1,215,237.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,19822.0,41.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,49.15745675381542,47.35092864125122,4.897360703812317,10.889540566959923,18.88074291300098,10.786901270772239,7.194525904203323,72.75390625,15.46875,9.3798828125,2.3974609375,83.7329329517196,90.02486745178999,5.513067142119834,15.023694458781026,49.223478628067376,55.613944540890536,4.002252146577207,11.107313738892687,8.838004101161996,27.956254272043747,31.86602870813397,5.516062884483937,14.716336295283664,10.808531148331124,82.04602964212556,4.590914568020244,2.554524641523075,31,262,217
2010,강원,고2,196,217.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,20234.0,18.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,49.15745675381542,47.35092864125122,4.897360703812317,10.889540566959923,18.88074291300098,10.786901270772239,7.194525904203323,72.75390625,15.46875,9.3798828125,2.3974609375,83.7329329517196,90.02486745178999,5.513067142119834,15.023694458781026,49.223478628067376,55.613944540890536,4.002252146577207,11.107313738892687,8.838004101161996,27.956254272043747,31.86602870813397,5.516062884483937,14.716336295283664,10.808531148331124,82.04602964212556,4.590914568020244,2.554524641523075,31,262,217
2010,강원,고3,173,219.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,21398.0,41.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,49.15745675381542,47.35092864125122,4.897360703812317,10.889540566959923,18.88074291300098,10.786901270772239,7.194525904203323,72.75390625,15.46875,9.3798828125,2.3974609375,83.7329329517196,90.02486745178999,5.513067142119834,15.023694458781026,49.223478628067376,55.613944540890536,4.002252146577207,11.107313738892687,8.838004101161996,27.956254272043747,31.86602870813397,5.516062884483937,14.716336295283664,10.808531148331124,82.04602964212556,4.590914568020244,2.554524641523075,31,262,217
2010,강원,유3,10,52.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,12846.0,-1.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,,0.0,0.0,0.0,0.0,0.0,0.0,48.5001485001485,23.61152361152361,21.08702108702109,6.801306801306802,94.83695652173914,97.35671936758892,7.855731225296443,15.192687747035574,43.99703557312253,53.458498023715414,3.483201581027668,16.425361957064403,15.526709935097355,9.685471792311533,15.327009485771342,33.150274588117824,9.885172241637544,89.24050632911393,10.759493670886076,0.0,0.0,31,262,217
2010,강원,유4,24,74.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,12493.0,3.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,,0.0,0.0,0.0,0.0,0.0,0.0,48.5001485001485,23.61152361152361,21.08702108702109,6.801306801306802,94.83695652173914,97.35671936758892,7.855731225296443,15.192687747035574,43.99703557312253,53.458498023715414,3.483201581027668,16.425361957064403,15.526709935097355,9.685471792311533,15.327009485771342,33.150274588117824,9.885172241637544,89.24050632911393,10.759493670886076,0.0,0.0,31,262,217
2010,강원,유5이상,71,201.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,26936.0,12.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,,0.0,0.0,0.0,0.0,0.0,0.0,48.5001485001485,23.61152361152361,21.08702108702109,6.801306801306802,94.83695652173914,97.35671936758892,7.855731225296443,15.192687747035574,43.99703557312253,53.458498023715414,3.483201581027668,16.425361957064403,15.526709935097355,9.685471792311533,15.327009485771342,33.150274588117824,9.885172241637544,89.24050632911393,10.759493670886076,0.0,0.0,31,262,217
2010,강원,중1,264,184.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,19642.0,22.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,563.2952285764953,36.5335806325654,4.202459976571651,8.009566575556423,27.72842639593909,10.210855134713002,13.315111284654432,60.86001561889886,21.42229597813354,14.613432253026163,3.104256149941429,84.55968688845401,89.75538160469667,6.506849315068493,17.304305283757337,52.064579256360076,55.097847358121335,4.740704500978474,13.708604634880627,24.504655884618074,31.372960862563886,15.900021003990759,2.758524119582721,11.755233494363928,14.156908665105385,82.69320843091334,3.1498829039812644,0.0,31,262,217
2010,강원,중2,250,209.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,19825.0,29.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,563.2952285764953,36.5335806325654,4.202459976571651,8.009566575556423,27.72842639593909,10.210855134713002,13.315111284654432,60.86001561889886,21.42229597813354,14.613432253026163,3.104256149941429,84.55968688845401,89.75538160469667,6.506849315068493,17.304305283757337,52.064579256360076,55.097847358121335,4.740704500978474,13.708604634880627,24.504655884618074,31.372960862563886,15.900021003990759,2.758524119582721,11.755233494363928,14.156908665105385,82.69320843091334,3.1498829039812644,0.0,31,262,217
2010,강원,중3,223,244.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,19812.0,14.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,563.2952285764953,36.5335806325654,4.202459976571651,8.009566575556423,27.72842639593909,10.210855134713002,13.315111284654432,60.86001561889886,21.42229597813354,14.613432253026163,3.104256149941429,84.55968688845401,89.75538160469667,6.506849315068493,17.304305283757337,52.064579256360076,55.097847358121335,4.740704500978474,13.708604634880627,24.504655884618074,31.372960862563886,15.900021003990759,2.758524119582721,11.755233494363928,14.156908665105385,82.69320843091334,3.1498829039812644,0.0,31,262,217
2010,강원,초1,129,154.0,422.6014486273808,557.0262201192434,654.7293694394477,304.8314275814276,715.3756119900992,228.46100537814488,376.66100283191736,427,192,14150.0,18.0,,,,,,,,22.0,713.2797432597253,40.97270396685925,73.3294448501901,40.579806841422695,70.57930215993166,5.330573372736431,5.584306385072207,31.599441035526546,31.599441035526546,3.586851300420725,1.7101822641561475,1.1188782804028912,19.320933472736677,1010.2163461538462,713.6276595744681,0.0,7.111111111111111,35.12903225806451,66.0,1816.7188775510206,0.0,15.61290322580645,573.0,352.0059612518629,553.0909090909091,1869534054.1816802,45740840.66561428,11357911.05873624,26840594.040315975,1230155.4825801705,285417.0920429035,401917.7748828763,73973161.93162507,4.002380952380952,25218.19277980517,48303.69465739762,0.0,44504.58522488592,26356.253332345972,46678.58914416603,32665.408751334046,57026.28429057725,5.6,28.6,42.0,18.8,5.1,13.902962962962961,8230.490069394593,593324.4279900655,7.544642857142858,34.655696202531644,41.96832669322709,19.907729468599037,1.9753246753246751,19.1,35.0,22.7,9.4,8.3,11.4,32.1,0.008062992522646736,686.1471701820155,10082.118868484302,20.307582938388624,1539783.2440875664,137002.5876581088,8260840.836291958,70713.7330956302,0.9,4.033333333333332,600.0,5.0,6.833333333333333,3.4,12112.0,241.65762711864406,46.2302877546734,1318.0761465558257,0.0,0.0,0.0,0.0,0.0,0.0,53.70117298713131,24.199977223550846,16.999772235508484,5.099077553809361,89.61942091288405,93.53584523960046,7.444051081046908,15.242129219876091,51.75433050954609,54.962700720697946,5.0101150587937795,17.11898987565924,58.497901990222125,14.158678831273818,4.611771952111483,1.7746468029410631,3.8380105477922775,23.56278045889425,76.43721954110575,0.0,0.0,31,262,217
